surrogate_key,natural_key,category_name_en,product_weight_g,product_length_cm,product_height_cm,product_width_cm
b120d7c6-8f2c-475d-87bb-319284b2030a,902ef94ec6b84c1abdc30ac2877a0e95,garden_tools,1200.0,27.0,10.0,14.0
2646a99b-9709-47d7-b327-dfa96d698405,d152aa8d02d82ad4a7b53a5437002efc,garden_tools,500.0,20.0,20.0,20.0
d35aba27-353d-4462-924c-03fd1e7aec14,85fa7be0fc14808a79c3987d739eac6a,garden_tools,150.0,19.0,3.0,13.0
84dfbf45-1a79-4950-a4f6-f1b970a011ab,60e47589d616c8d62f908800260e102c,garden_tools,3900.0,31.0,6.0,29.0
16d5c7f9-7b16-4432-9822-9fd084756173,0c08876047d07cc4448ba14159a454e7,garden_tools,200.0,20.0,10.0,15.0
680f8aac-3083-4fb3-9085-9e5ffa06ff5c,edac4210602e69d752554780d5a913f4,garden_tools,450.0,17.0,17.0,17.0
686b45db-636f-41e6-9322-dc0ad69a93df,2bee6706184be07ea6ee4221c1660e85,garden_tools,2400.0,16.0,2.0,11.0
1dedea13-3459-4396-9137-4129e68c5188,f0d56a1df2c0a7a756d7e4352cdcc8f0,garden_tools,2300.0,67.0,2.0,41.0
0f8a5357-35d2-4189-be8e-9fb7f962ee9d,582eea85bf06659660e2c6101ead3e7a,garden_tools,7800.0,18.0,18.0,18.0
f184c834-403e-433f-b959-f87782c1aab4,4e3ebb4f257a1b5a8180093f6609aa72,garden_tools,1600.0,28.0,9.0,27.0
67bd6282-acf7-445f-90df-86563ba6196e,157c0b6a86cb5823d6d2dd1fa8c5d450,garden_tools,1450.0,24.0,21.0,16.0
52b7fdb3-78fa-4e72-95b1-20615b0b4692,913eefa4eb54c8a9bcb9871dfd94a0ca,garden_tools,400.0,20.0,5.0,21.0
9d9cbf91-d270-434e-ad24-b53d23c77966,4bc694564c0e9e411942047bec1c0515,garden_tools,350.0,25.0,5.0,16.0
277a8cf8-99c3-43a0-b569-9c7a634d270b,01ebdb7ca76a3c581c0d5229ed80be7c,garden_tools,600.0,16.0,31.0,18.0
57cb631b-f3e2-4467-94bf-6ecabf8baed1,07212eaf1754d46acd245fe7346b8d41,garden_tools,400.0,40.0,10.0,20.0
102d3692-998f-4799-bc3c-c67527b72a1b,b907ce62cef95401ecb7606178afd705,garden_tools,100.0,17.0,5.0,14.0
3b1e21a3-4ffc-46aa-949d-077900e9ae65,4df6e781d0eb0ae3d85f8bf5d2e72404,garden_tools,2750.0,40.0,25.0,20.0
c069acb3-da6f-4b54-9604-6a10a76b4298,7a82832901d5f4cd314a4e102c47bd2b,garden_tools,1900.0,45.0,6.0,20.0
e7949f6e-c5d8-4ea3-83b2-9f6aa768ceee,c1a7082fb76e37a467ef216e92ee0423,garden_tools,800.0,40.0,15.0,40.0
a9aa9007-32e9-4306-853e-5e84d7ff758e,f57d7420f086c47b2fda2115ecfbd2c9,garden_tools,1000.0,25.0,16.0,16.0
ee1efdae-2c1d-46b8-a0e8-2283ce602f18,34b2f2ad489d0598df09cab99e17c928,garden_tools,7600.0,40.0,40.0,40.0
09132447-771d-4193-97d3-266f374a6fd7,5c464bee255064e53a68796590864694,garden_tools,800.0,22.0,5.0,14.0
d24c3040-90f5-414c-a291-67c15d4bc73e,f77a346fdfdf07e4818efc84d3c084a9,garden_tools,2350.0,28.0,8.0,25.0
8294ec10-332e-4172-b4c1-2c38a293a47a,5dddb31154cbd968caa4706ef0f4e0f0,garden_tools,1100.0,19.0,50.0,20.0
dc62c6b7-7b7c-4a76-97a6-a89a3e88bde7,86999f823d7791c5796d506ae0ed44ea,garden_tools,4250.0,16.0,14.0,11.0
64c8cd9a-8e0e-4dbf-bf22-b72d0a748db4,25cf184645f3fae66083bf33581b8f13,garden_tools,3000.0,67.0,3.0,41.0
f6c11ffc-66a3-4b08-93d2-93bc4171b9d5,f87341d0a32c1998e212c1c9ec6d3362,garden_tools,5500.0,48.0,30.0,30.0
9c35d213-6804-4208-a340-ca01fe6f6ddc,53ecc2857666872f67f44e60b13d2ed2,garden_tools,353.0,26.0,14.0,14.0
ad08a9f8-134d-4d7f-a590-f1b9b577f998,39d111da3ecf6cae8cca1d6d2946585f,garden_tools,1050.0,22.0,21.0,16.0
79d18121-1b9d-46c7-b4d9-60d9f273a5c8,58bde724a1c7fa581fc432dda14450dc,garden_tools,200.0,16.0,11.0,11.0
c511c12a-ca6f-4970-9222-15d75e9d82cf,0563d4cc419141eab2e5b438046e844e,garden_tools,5650.0,17.0,38.0,32.0
c96bef53-3028-4bf5-a8f2-3d07f03b6beb,06b3951f1930297079eeae756ce88cf8,garden_tools,500.0,16.0,33.0,13.0
0f64c77e-2f44-435a-98a4-535f73ffc4d5,91aa52c1ac115bf6dad8750700e06d2d,garden_tools,550.0,20.0,20.0,30.0
48e75da3-38aa-4b2f-aadc-c605ae200332,4876ed03e78909ab8001cf42557022e7,garden_tools,250.0,23.0,3.0,11.0
711ab29b-cf4a-4521-aa8e-49f20ea48484,0fd34234ad17b2324b58696fb78e6c2e,garden_tools,5400.0,65.0,7.0,27.0
6a87ce77-b5f3-458f-b405-8f3f355bb6c0,a8075470f960215ffb67624782f80fec,garden_tools,2900.0,67.0,3.0,31.0
48614b2b-3cd9-455f-970a-62a4b70067de,b0961721fd839e9982420e807758a2a6,garden_tools,1850.0,37.0,22.0,40.0
d4c2fe8b-6f84-47be-8379-ddcd9d1bdb61,4283c900275a984c6684fd9358cd20a3,garden_tools,335.0,21.0,21.0,16.0
696d5f08-4d48-4101-8975-bf058b218b79,3aaf169c291f3a9e57cae0428e82e545,garden_tools,16900.0,40.0,55.0,40.0
f047a9c3-6dc7-49b4-9069-47c29caf11d1,5b7e1c33e4e9e477847a8a031353ff40,garden_tools,1600.0,45.0,15.0,45.0
76bf18ef-4a04-404d-97d0-69b3ab87e5a6,f4562f701031e9ead90f426761bed162,garden_tools,2100.0,30.0,30.0,15.0
b0350cdf-1755-4468-b2ed-347f9035e498,9d014dd97b32b1631dbbf5b35c4c36a1,garden_tools,2900.0,36.0,7.0,27.0
a56e5a1a-3946-4015-afdf-9a5323284738,fb20d37a2c78452667f7a347e756727c,garden_tools,800.0,30.0,12.0,30.0
124245ff-b21d-4bfa-9f2e-918f9b3fcca0,24a8def3ef6e6ee8fcaabfa6e0e9f6be,garden_tools,500.0,20.0,15.0,15.0
f07c017a-3388-4732-af79-62cba111f591,8397dc503d1a0c2ac7422701884de5a6,garden_tools,315.0,14.0,13.0,13.0
17987e74-24f6-42f3-b628-12db73fe907f,3ed31fdf8af68a6c0b059a256420a5c5,garden_tools,2600.0,30.0,20.0,20.0
a8d8a600-9cdb-454b-8e46-66627f00bf7f,67bd6a1598204895a42b0b3071a398e0,garden_tools,500.0,16.0,2.0,11.0
f7aab6c3-8a8b-4af3-841c-d743bad20cab,90f2ead613083f79ff1beeb9a0139aef,garden_tools,600.0,24.0,10.0,16.0
df897a92-1dc9-44cb-b8b5-fcbfef83be6d,3914a208bb9313e3d980399268ddd54e,garden_tools,200.0,16.0,10.0,11.0
d4ecaec0-b5a7-46d5-bc8a-9aadf164ec67,196a8ebab62f48072dc189014d46a8d3,garden_tools,150.0,20.0,15.0,15.0
c60fbe91-bee2-4a0d-baa5-4a122a015a17,3648e11d15ee75fee70a690f89bc9100,garden_tools,9700.0,28.0,41.0,36.0
e9972ca1-3680-4420-a8d9-35aeedf72602,a87d9e903f9535b37cc8c45e0ab5edf2,garden_tools,6150.0,45.0,27.0,36.0
e1e1fa86-c1e4-45ee-a63c-03a5b7a8c404,643d903164c4b6ba8bd0b68348e9d135,garden_tools,458.0,20.0,13.0,32.0
23a60e76-3b0d-4a79-ab78-e3140274e55a,2bc21a82809d1558515e2962e53cc4bb,garden_tools,7700.0,46.0,20.0,46.0
b7c4317f-db58-409e-b4e0-c678a4b45741,09b2a4f1ce3561a6562ffdccc0ca7c18,garden_tools,1150.0,25.0,20.0,25.0
2321906f-8f48-450d-aa54-f6a95c039a77,636598095d69a5718e67d2c9a3c7dde6,garden_tools,3900.0,31.0,13.0,13.0
9e3c6eef-1bbd-4ffa-b42d-d31657c8d98c,fa723c2295c02577738691a61d56a94e,garden_tools,6800.0,60.0,20.0,40.0
7a2e4ac4-c0fc-4e31-8bdf-1fc623a8f355,a4f599bc20c26f1845518f370c437896,garden_tools,500.0,32.0,4.0,12.0
70773bb9-5955-45ad-b2bd-0ab8c94852de,4089861a1bd4685da70bddd6b4f974f1,garden_tools,1500.0,27.0,6.0,23.0
e656c27e-4321-47b8-91bf-e6adf5c8c73f,0df2a1aed6dc8c10577115fa9e4b6de0,garden_tools,1233.0,32.0,15.0,29.0
05ec6cef-812c-49a4-bcdb-1e6b63bcd184,dce24381876a1d59ccc9d00d3dbade56,garden_tools,3550.0,100.0,20.0,30.0
e4133b63-f015-487e-889c-a1eff740b807,f1fe595ee7ef768b41bd9b246d13432d,garden_tools,1900.0,17.0,13.0,31.0
93890873-bd7a-4319-bbc6-f61b1fe80a8d,36e76b21975cb010ce431815283898dc,garden_tools,250.0,16.0,14.0,11.0
be9e54ac-1b10-4cdc-a35d-c41a3983b644,71acaef19d5812b0a4d90b82a7b52ff8,garden_tools,7500.0,46.0,40.0,46.0
ccff77f0-12ed-46a3-a172-434218c8b575,97a929277bfb5cc39a42b7a3dd729f10,garden_tools,850.0,24.0,13.0,18.0
368756d6-3610-49bf-9ffe-858534746f41,c59dfb699331407c6b2ab0c81b723a57,garden_tools,2150.0,26.0,13.0,16.0
47f542a2-e1de-49b9-871f-7a151495cb13,a7b497445896c24d425d100e4f03d8cd,garden_tools,1130.0,38.0,26.0,20.0
40b97ca0-c594-47b5-a0b3-89e41abf7ab5,d1b571cd58267d8cac8b2afd6e288bbc,garden_tools,2400.0,40.0,15.0,30.0
89f905eb-7edd-44c1-862e-45b11331e4ec,8eed2a3a47f27f69cec34ff9562fc7b9,garden_tools,500.0,25.0,16.0,16.0
1490f83f-7da3-4a0d-9f47-5f8feb49d3a1,54cf6855290fa84f4229157050027d5d,garden_tools,21900.0,60.0,25.0,45.0
52b4b97f-24d1-455e-86b3-2696bba0e370,875a509e10e1382ada98cd0c25f0a256,garden_tools,575.0,20.0,20.0,20.0
149db7a0-f362-41aa-b594-510a783a93bf,2850884dd642010ef2a6238e8ece634d,garden_tools,250.0,16.0,2.0,11.0
c8f80aea-8f87-4b50-bd78-3e36eca4663f,f2a7bb2516da405f550438e4cf82d06a,garden_tools,12900.0,39.0,28.0,25.0
ea79c6b7-41e8-45c8-8472-1d23c2588999,37eb69aca8718e843d897aa7b82f462d,garden_tools,600.0,38.0,16.0,25.0
cffe3346-b0b3-4feb-a184-0f9a4a9db7f6,1c38f26a1dba8b5325c3b434679bfea2,garden_tools,363.0,18.0,26.0,17.0
1a2dca97-cf04-4f9e-b04d-a73ad0eeae07,08574b074924071f4e201e151b152b4e,garden_tools,9000.0,42.0,12.0,39.0
a4217eb4-d350-4b57-8814-36cfed9f0b56,58674b2344e60d791624641af054b71d,garden_tools,200.0,16.0,4.0,14.0
f8da549e-bece-4461-ae90-621d45c7e558,c139b099cfb2e693fba282b4cfcb5fe3,garden_tools,300.0,16.0,6.0,11.0
4c3c4d85-e90d-4483-a5d8-4fc4096f31c0,0adf970bf07772b0f8c88f664e146221,garden_tools,3500.0,32.0,31.0,11.0
4f612c75-4150-4efe-80ed-acc2e9ae3638,dddcb6a32cedda766f9011556aa4eebd,garden_tools,130.0,16.0,11.0,16.0
a97554f5-e588-4779-a9f7-df6d8d4ce8b1,4657246e1ead35fc541c29d5a4010c73,garden_tools,425.0,20.0,20.0,16.0
3800c5be-2f9d-4e67-b9b0-ff5ec617f4de,ed7c541aa5466333629b1e1b8cfc8087,garden_tools,832.0,32.0,9.0,32.0
48336685-7362-4f69-8f9b-96c8e25cf930,9a290f7a53618827319b1a927f1a62b4,garden_tools,6325.0,35.0,35.0,32.0
ac449299-a839-4eef-8a50-ce9472de520d,e7cfb5f52c08494aeb59190d03ddf5f8,garden_tools,10700.0,30.0,30.0,30.0
047723e7-1dc3-43e3-8919-cc40250e1d5d,a67612e1012978cc97efe7834bd28b64,garden_tools,950.0,22.0,21.0,16.0
3dba1185-6d1c-4203-9f2e-7a5c465353ef,cae79e3b5c787c231543fa415a20b5cc,garden_tools,350.0,45.0,45.0,12.0
b39adbbe-c543-451b-bf86-1c38a789763f,07b6a220c2eaa7e458c5df73daec6e6e,garden_tools,4600.0,45.0,13.0,34.0
5e111fda-1782-4363-89bd-50915d9a9a78,fe83af233315b04d9093c7edbcf789dd,garden_tools,1700.0,41.0,18.0,20.0
e1443a77-e8ef-490a-9734-bd2adfdd9697,cce7f750a7a055d0309a6d0046498b7a,garden_tools,700.0,19.0,7.0,14.0
c96d1af9-a400-4679-b2b7-bc8deff77d8a,ef8c595d7bee1734828c0dde5ee24c93,garden_tools,8800.0,66.0,10.0,54.0
f8f6a04a-799e-4abd-a9f4-195079c0d2ff,2ec8497962cc5f7730756635a5cbbf16,garden_tools,1100.0,25.0,5.0,13.0
4a3cc9bd-85b4-47dd-a0eb-4e780a4c91cd,f649a2fc406930962c1cd7b147497a79,garden_tools,400.0,35.0,10.0,26.0
6eac3a0a-19e6-4052-b0ba-8f37498c4111,aa95bee0592e05d2ef533b8e5b7236b3,garden_tools,500.0,36.0,3.0,11.0
ca8848eb-b40b-40e2-a8a1-7fac0b5d469f,5533be1a0bbb27d0332f8279556b5e86,garden_tools,700.0,24.0,3.0,24.0
dee645ac-e1fc-469f-911a-61334c2bdfc4,401b500ac0cf49fd24047ba60015a7ae,garden_tools,1680.0,29.0,24.0,35.0
ff0ab615-1ed4-4226-925d-a37e92755177,475152a7f8c7ddd5457fef29a9d20dd1,garden_tools,950.0,16.0,32.0,13.0
5b236abf-cba1-4eb8-a301-52fbdd963254,f124ac8aa094e07c961869a91b771c27,garden_tools,600.0,21.0,7.0,20.0
028c9716-8d81-4ee3-9148-34c65d498bc2,84904413b82eee333a3f79137e8d197e,garden_tools,1600.0,18.0,22.0,17.0
d2884a94-132b-4113-991a-d5bbffeac9e6,6e2c62713ec17c681eacdf653dddb4e5,garden_tools,300.0,17.0,4.0,11.0
e7ca3c94-9ff1-4112-898a-e180f61eae4b,c7eaaf164fd5631e52cd54268c113edd,garden_tools,267.0,17.0,14.0,16.0
cd064e7e-57b0-4770-9a28-ad113148b1d1,68cd3f9c7b7a1ccaf0b0b7c784999f54,garden_tools,500.0,30.0,10.0,20.0
a397790d-9be5-4968-adee-19bd41bdfb4c,35557c68a22ecebcf066e25ca2ddc144,garden_tools,300.0,17.0,7.0,12.0
12d7ddba-b754-4521-9b93-a1107c1e4ca1,abe356a1d236588f0fdb8099527108d2,garden_tools,1000.0,24.0,13.0,18.0
34b29a8d-c1a3-47bd-9527-37d7f9b40ff9,95a7d5ca0408f97bdf54c821b173684b,garden_tools,2400.0,40.0,20.0,20.0
1c3ed0dd-e7a7-458e-a155-8959525fa995,322ecdda3eff7439376c27a5114fd114,garden_tools,400.0,20.0,20.0,20.0
24a3b15b-9b16-470a-86b5-cecd3b74f739,3478e86e13980bc0cf09919ae35561f3,garden_tools,7600.0,56.0,54.0,12.0
fb03fc77-bb0a-473d-8ca5-872116b51684,244e3bff7e186eaf8248819370c22daf,garden_tools,600.0,16.0,35.0,25.0
a2758f2d-50fc-4400-be35-de0e440213b9,17222c974b8e98e7df1f7da91491178a,garden_tools,500.0,20.0,20.0,20.0
17c33f7b-938b-47d8-b03a-dde2e117e61d,f0788219c3d63c6183bbca7699ca9608,garden_tools,400.0,30.0,10.0,20.0
1bb0853c-f03c-49b5-8343-6dac0ae9dbba,1a658140e2f572e10461d6f7b4513a89,garden_tools,1200.0,16.0,3.0,42.0
612ad5b6-e25e-4017-b80b-45c4491459fc,8e35752c1597713f370e8e63cf0dd338,garden_tools,200.0,18.0,21.0,12.0
f2eab39f-399b-4a4f-a7db-d97c29a02b7e,cb9cc307a215ac435ec87b0f799e8dab,garden_tools,5450.0,23.0,7.0,20.0
5697b0fe-4f0e-41e4-a73a-a5221089de0f,282c75088d0af52d3dfb32089759993d,garden_tools,250.0,16.0,25.0,16.0
ddae98c1-1718-4fef-92b9-b564bac12416,77c0d362526797bf132aaf564b1e436d,garden_tools,1400.0,20.0,20.0,30.0
63ee55d7-3206-40af-95ab-702cdd8b08ee,f3db6d0af0fba45a583881e07a903bf4,garden_tools,300.0,20.0,15.0,20.0
f7333e17-251b-436c-8044-f7b831a13adc,dd0b31ac0d6c9e81abda2ca71d396d6b,garden_tools,600.0,30.0,16.0,16.0
8af91abe-fd8d-4b9c-b383-120b4c67f234,b931645cdc2d9868f01544e8db63f5ab,garden_tools,4200.0,50.0,28.0,28.0
8936d3ad-c82c-43f1-93fc-3196a14691c5,23e44bcf966914b366c7e28f13327dfe,garden_tools,4600.0,16.0,25.0,11.0
31323499-1874-4000-a427-c55301801fec,53ab1363bbc2573a252d86619a782424,garden_tools,1800.0,30.0,10.0,25.0
9b316835-b558-438c-89bc-ba95be7d2929,1aecdb5fa3add74e385f25c6c527a462,garden_tools,16400.0,100.0,30.0,30.0
22e636fd-0679-44cf-8885-8f3addcd6c83,c154987c6780d1a2b579aae00e53485f,garden_tools,900.0,30.0,16.0,25.0
c23734c4-0095-4c0c-8abe-a70f2c8c767c,b6397895a17ce86decd60b898b459796,garden_tools,1400.0,27.0,9.0,11.0
cf96fbb6-61d2-43de-8ffa-eee14d2ba68a,5e80fe2cee2f6de9a494047ed35a2fe3,garden_tools,700.0,36.0,21.0,36.0
f7ac8bbb-a960-491b-a2d0-7f9e56a2d01d,53759a2ecddad2bb87a079a1f1519f73,garden_tools,1500.0,30.0,22.0,30.0
43dc9576-5f83-459d-9143-f8f773249524,0036bb031e69d915cd384d1b3838b5d3,garden_tools,200.0,18.0,5.0,13.0
72295282-284d-4f2e-a57d-bd20b1592272,3630657a252ca88c694edfa53f2ad9f2,garden_tools,300.0,26.0,3.0,12.0
c8350a24-787b-49a4-8736-2fb5cec28b87,82bdb2c2a2df01df01f61a28ca5673e9,garden_tools,3300.0,31.0,15.0,25.0
ede9d641-bdbe-4e95-a4fe-5fc0025c7015,8ed3ae310714d18ee990923aeb411508,garden_tools,900.0,30.0,40.0,25.0
6b7b400e-06cc-4c2c-81f8-b7150b41058c,57a2e16f66595e9242fd508a9f336125,garden_tools,800.0,16.0,18.0,20.0
34a30172-de28-4e98-b6a3-4e8e1d027066,778da519962c5306049eafccfd72abb8,garden_tools,4900.0,34.0,18.0,31.0
ad2d0ef2-337d-4b43-89eb-e8af8b7c0c34,f4daca35389849edde800f3532be3719,garden_tools,800.0,30.0,20.0,30.0
082172b0-4651-4f9d-8b0e-c7098a3108f8,0fc323f82937aa2d350753be764a155f,garden_tools,1900.0,45.0,30.0,42.0
c993c151-ed6a-4b5d-a0f7-fcb3cce467bf,93469d43c0b67d96b6b9156ba384f78d,garden_tools,100.0,16.0,2.0,12.0
99434449-539d-4e6f-967b-1b1737a79c02,2e34ed2b95d40201c3ca372ec80db75a,garden_tools,500.0,33.0,10.0,18.0
2b065266-50f9-4cf4-8557-010f1bed1bf0,39d5f0edfbb6ee4d1c524dd620c0bc7a,garden_tools,425.0,31.0,6.0,12.0
8e4b9c18-1ac3-49b2-9a01-eef0149b0c3a,ff34f05b00e8638201e04d2d0651c663,garden_tools,2350.0,30.0,12.0,15.0
152e7426-5232-4625-a736-7f5ca1ca943f,8cb406882e34a39390cdf5f7f2632589,garden_tools,800.0,26.0,23.0,23.0
8a70a35c-7b51-4ab5-aabc-5fe14e0a7f0c,35aa06ce9cf87fdcb9b19797c981c4a6,garden_tools,2067.0,33.0,14.0,15.0
ebe8b21d-0a92-4be3-b070-59abe398c101,ac7a56c6ca5262e3a3fb15581c087cc6,garden_tools,800.0,16.0,3.0,29.0
8738a533-11fb-4dc8-a028-0a76c1af0377,c0bc78ee82fbbd6bfc0638d513c238df,garden_tools,550.0,27.0,8.0,20.0
4c0fd855-994e-499f-a3fc-23dab9e80fa3,8bfd18c7b7358231b2a3f9ae98eed105,garden_tools,850.0,24.0,13.0,18.0
7321edff-ab34-4c10-ba3f-ee65f019e25a,021f04378f9692f8747f926f38bb8281,garden_tools,16150.0,62.0,12.0,50.0
1e752289-6265-4cce-92b8-c0110733b7c0,463013aa75c3e698fc887b04b225f435,garden_tools,450.0,18.0,12.0,13.0
d9757981-2876-4307-9197-451ebec1f9c7,0c159d7ce798ebc726ad977f9ade848a,garden_tools,250.0,35.0,7.0,11.0
f8e706a2-c501-4ea2-9507-caadbbb93ab1,9e0873e9ac04b12f282b81af5daebd2e,garden_tools,2825.0,29.0,29.0,29.0
7d4160b7-49be-48e1-aecf-22b5bb000df8,fad4c004f68304a86535ea71c79cfaa4,garden_tools,1400.0,16.0,11.0,11.0
974ad957-18fc-4f86-a222-629edbf28c17,2ec5162658b1b4db8fc79e9fc88a0b1f,garden_tools,23700.0,81.0,35.0,17.0
6b254666-dde3-41cc-920d-3f071fa64822,81ea712c5f76a3b1c0e4c3dbc5126404,garden_tools,300.0,23.0,8.0,16.0
8f0d41f7-330a-4d25-8ddd-345f35d11b5d,28e734fac9ca5436945bb771fe50a35f,garden_tools,600.0,27.0,8.0,21.0
82fb41d5-b784-4c66-84b3-a6031a1cf435,4e56c4cc11b3f85f53862139fd7d360d,garden_tools,350.0,16.0,19.0,11.0
c1f80662-91b3-456e-b0d9-d945e68e17d6,24cedfce5dc5fe3e0695de06ee56d9c5,garden_tools,2650.0,26.0,8.0,26.0
5937a5af-4ff2-40a4-bb98-144edcaec886,11fe97e9c97411c66289ebbf9ddbd789,garden_tools,1100.0,22.0,21.0,16.0
1707e105-ec5a-4f75-8a4a-712d1083bf86,64f764873cfcd50da6ea9b4692fbda89,garden_tools,950.0,16.0,33.0,11.0
ad76ef12-ab46-4406-a1c9-b421ce6f2dd8,9cfc534e612cd634ccf02aeb68583094,garden_tools,1733.0,22.0,21.0,19.0
d0fb2fe3-d568-4841-9d94-96acd752fc25,6ae38d49db7fc65ad1779828542aecba,garden_tools,2300.0,23.0,22.0,19.0
2f84e47f-76ca-49c1-acc6-59f8a2378c75,137e9ec1c850527fe02f316333848d59,garden_tools,1100.0,25.0,10.0,25.0
cf4756c2-1b95-422a-9ada-eace51c1afe0,03c14a3d479e334e87ee5baf2563811d,garden_tools,1500.0,20.0,22.0,22.0
8716ed53-98dc-4dab-97d5-bd43e2d8c1a6,15964f2421f68d33a3f74b037ebf8822,garden_tools,286.0,22.0,19.0,19.0
e6f9fb74-3e5c-4854-9e45-de0f2cdbcbc4,a96d7b91547c9d381eef6793af2c639e,garden_tools,2900.0,30.0,20.0,16.0
6b546481-9791-49ef-89a3-f6b91578e184,cc5c6bf704a4b642e8964b5b2dcdb0da,garden_tools,200.0,30.0,4.0,30.0
7552fb0d-38c0-4201-adc4-ea8b1e68a71b,8f8d13918bd8137584fdb475d38f9f38,garden_tools,1300.0,26.0,26.0,20.0
bd1c5ce5-d5bb-48fe-9538-fe530921784c,2f5895fbda5cbf713513c5b641383a97,garden_tools,575.0,16.0,13.0,14.0
750c38cd-cc6a-4155-a441-690ee0d0ba46,662522c4792f029e5de23e6241378b38,garden_tools,6000.0,40.0,10.0,20.0
ca2ce4a8-56c3-4b04-824f-21d8f098b815,62410fbefbe7df2abf7e6b23e64255ee,garden_tools,8050.0,43.0,32.0,22.0
9e8f8683-f9d0-4e98-ba30-aad2a0e09a78,5e98eec44c208da92f2b66345586a229,garden_tools,150.0,16.0,16.0,11.0
0b1b3cc2-1303-43d8-82ae-383dee4d9cc3,33c599c2bf23093baae8f760a49a58a1,garden_tools,3500.0,42.0,28.0,42.0
a222ce29-bc03-4442-a164-d3dda15e97ba,e1d1d22e9f8122a4ec1533b032c12562,garden_tools,2150.0,70.0,8.0,34.0
1fc0e62b-339f-4d7f-a919-9a8bdc4d70ac,276e9ed23a30582d125743aaed57ed22,garden_tools,250.0,17.0,7.0,13.0
076f5c08-aa9c-4814-8ad8-7502b95595ae,c9f7e5216cdc6556dcfe5cee1f05a88e,garden_tools,550.0,20.0,30.0,30.0
840cd69d-3ad4-4f93-9a59-6ad043ddd066,6548e4e34dccfc63407b2bddc88b1b7b,garden_tools,985.0,52.0,19.0,19.0
6a64ec6e-4cf4-424c-9293-d5d7d80d0758,c92a761aaccfb831d4220d44648f260a,garden_tools,100.0,18.0,8.0,12.0
6e6258f5-de2c-4cce-b004-eed4162fe2cc,056b837251897cfc6f46d3643bad614f,garden_tools,1150.0,17.0,8.0,31.0
a65b4516-d5d7-4fcd-9a5e-cc79b01df194,6acb159c74b0fa813fb68bf88655c7ab,garden_tools,1300.0,40.0,10.0,15.0
f7cfa0ed-6751-475e-a628-59397c2c2635,1d0f7339adddb21ecab3c4170865ffdf,garden_tools,1700.0,31.0,11.0,11.0
2e10bbac-447f-48ce-809d-d9d54e77751c,68db47d312d0b87e469762f0481d3b9c,garden_tools,16900.0,38.0,70.0,38.0
8783f1aa-f72e-43c8-b55c-b08e9b701df0,c1e4bd7e1144f99ac576aedc324a5cb3,garden_tools,30000.0,43.0,102.0,30.0
f2e5e35f-23be-43cf-9350-cade759a194b,548ace38f22cc53db6f049c551d31397,garden_tools,850.0,24.0,13.0,18.0
506da095-94d7-45c3-9ff7-06218512bee3,9cae5ee8e51cfc67d044b79868637427,garden_tools,850.0,27.0,8.0,24.0
7515b05b-91ef-4f91-8a2e-8f3ae8181d8e,2d4f312a487b1af17bdc9e77505a205c,garden_tools,600.0,16.0,8.0,11.0
cf60197c-e051-4342-9bd8-9b8393659293,6b0894fbd8143c541f3c40622d8a9603,garden_tools,1200.0,34.0,7.0,22.0
7e535afa-adc8-434d-8db8-0fb8692ec5ed,3f9714af5d7efa95476ebf732c9078c8,garden_tools,200.0,25.0,5.0,12.0
224b0d73-62e7-493b-8107-9d0c91007ad7,5862da8a8a08881304fe2dc5d8671200,garden_tools,1000.0,105.0,20.0,20.0
1aabfffb-f8d2-4974-8572-61143bc8394d,06efa56b8557e1efcb2c107f55d1a8dd,garden_tools,600.0,19.0,7.0,14.0
eaf75c55-1873-4602-8e0d-8b847b517728,f2169c25db6a579fde210bf8ce7ce9d7,garden_tools,7750.0,54.0,28.0,28.0
9333c963-3586-4e9d-988d-37e729a9372c,b7c472e4bf39b63628ecedc8c9af805d,garden_tools,3000.0,27.0,10.0,32.0
57c6c6dc-bda5-4f63-a1cd-19a2b8f200bd,25ce0807224644a6afe590a392c237b3,garden_tools,8450.0,45.0,44.0,29.0
19a0d577-6454-4a51-a0d7-85b8198d0b93,9b83697904aaffc71f44ffe33b3c69be,garden_tools,900.0,32.0,13.0,18.0
afa6ff37-eab9-4d74-83d7-99143aa6c72d,2b97fe4500ceb4d2151ef8a5439876ff,garden_tools,1575.0,28.0,29.0,34.0
3b7b3d6a-1a6d-4df8-be93-80edef558036,1b1c78225aa5601414a8c09020ee1803,garden_tools,200.0,16.0,14.0,14.0
9d21a6a3-1889-46fb-9cd3-8d520746038e,f00f7669eb9a3712d500fe96759bb02b,garden_tools,1700.0,67.0,2.0,31.0
20fe4929-cc0e-4f10-bb34-58d84de8e25a,33c4b54c2a3e60ac5beb217d833d9f52,garden_tools,1650.0,30.0,23.0,20.0
260a63a7-9f7f-4b55-8c8d-1249c1979066,91a5ae441d12befb1c62c19c4ffc940e,garden_tools,6950.0,56.0,14.0,56.0
1d95f62f-9433-40cf-9c82-6c5f82eab8f3,c59b59b99633517061514b986fd0a481,garden_tools,250.0,22.0,3.0,20.0
10153fb3-9c1f-40fe-af52-9270a186920f,d2085f7e0f9533605386960fc7e987ec,garden_tools,150.0,16.0,2.0,11.0
3e9f9c2e-7cdb-4b05-b2d5-3fa875b5b4d9,cea7edf64d9e93fbf6b89cc3ba537cd9,garden_tools,25000.0,40.0,40.0,40.0
